Student ID,student_name,gender,grade,school_name,reading_score,math_score
9517,Francisco Edwards,M,12th,Smith High School,77,91
9518,Monica Medina,F,10th,Smith High School,76,99
9519,Kelly Costa,F,11th,Smith High School,60,67
9520,Jacob Mayer,M,12th,Smith High School,96,87
9521,William Allison,M,11th,Smith High School,70,72
9522,Kim Juarez,F,10th,Smith High School,78,76
9523,Andrew Vasquez,M,10th,Smith High School,93,71
9524,Mitchell Silva,M,12th,Smith High School,80,75
9525,Jeffrey Cabrera,M,10th,Smith High School,87,82
9526,Katherine Snyder,F,11th,Smith High School,91,95
9527,Christina Thomas,F,11th,Smith High School,59,93
9528,Karen Daniels,F,10th,Smith High School,56,96
9529,John West,M,9th,Smith High School,76,92
9530,Angel Scott,F,12th,Smith High School,80,83
9531,Stacey Warren,F,11th,Smith High School,72,89
9532,Betty Mayer,F,10th,Smith High School,60,91
9533,Kenneth Mccullough,M,11th,Smith High School,71,73
9534,Zachary Alvarez,M,11th,Smith High School,64,67
9535,Jeffrey Conner,M,10th,Smith High School,79,85
9536,John Nichols,M,10th,Smith High School,72,75
9537,Anna Anderson,F,11th,Smith High School,70,76
9538,James Smith,M,10th,Smith High School,70,64
9539,Bruce Thomas,M,12th,Smith High School,82,78
9540,Sherri Mcdaniel,F,11th,Smith High School,95,64
9541,Jonathan Stewart,M,9th,Smith High School,83,65
9542,Cathy Jackson,F,11th,Smith High School,92,98
9543,Phillip Munoz,M,11th,Smith High School,97,92
9544,Robert Owens,M,12th,Smith High School,76,78
9545,Michelle Rhodes,F,9th,Smith High School,56,97
9546,Joseph Hall,M,10th,Smith High School,56,77
9547,Kevin Daniels,M,12th,Smith High School,68,70
9548,Daniel Melendez,M,11th,Smith High School,58,69
9549,Jessica Jones,F,10th,Smith High School,85,83
9550,Jeffrey Santiago,M,12th,Smith High School,58,96
9551,Rachel Haney,F,11th,Smith High School,87,81
9552,Erica Stewart,F,10th,Smith High School,72,93
9553,Thomas Harvey,M,9th,Smith High School,63,86
9554,Scott Hernandez,M,11th,Smith High School,83,86
9555,Mrs. Renee Davis PhD,F,12th,Smith High School,66,75
9556,Jacob Robinson,M,9th,Smith High School,55,69
9557,Mark Gomez,M,10th,Smith High School,58,69
9558,Madeline Kane,F,11th,Smith High School,89,87
9559,Crystal Peterson,F,10th,Smith High School,63,92
9560,Michael Garcia,M,12th,Smith High School,71,88
9561,Brittany Hunter,F,12th,Smith High School,89,76
9562,Robert Kelly,M,9th,Smith High School,78,96
9563,Jeff Gray,M,9th,Smith High School,89,70
9564,Larry Travis,M,11th,Smith High School,99,64
9565,Jennifer Mckinney,F,10th,Smith High School,90,71
9566,Adam Harris,M,11th,Smith High School,85,68
9567,Christina Baker,F,10th,Smith High School,90,72
9568,Catherine Morris,F,11th,Smith High School,85,92
9569,Karen Holmes,F,10th,Smith High School,61,75
9570,Craig Schmidt,M,9th,Smith High School,67,64
9571,Scott George,M,11th,Smith High School,58,95
9572,Gary Huffman,M,10th,Smith High School,58,97
9573,Samuel Myers,M,11th,Smith High School,85,91
9574,Chad Dennis,M,11th,Smith High School,83,76
9575,Diane Brown MD,F,12th,Smith High School,68,93
9576,Shannon Rhodes,F,11th,Smith High School,97,84
9577,Aaron Johnson,M,9th,Smith High School,68,92
9578,Jeffrey House,M,9th,Smith High School,73,94
9579,Matthew Thomas,M,10th,Smith High School,95,90
9580,Rebecca Armstrong,F,11th,Smith High School,60,93
9581,Allison Hernandez,F,12th,Smith High School,64,81
9582,Mitchell White,M,9th,Smith High School,65,80
9583,Alison Jackson,F,10th,Smith High School,80,67
9584,Jenny Webb MD,F,12th,Smith High School,99,81
9585,Eric Lopez,M,10th,Smith High School,76,87
9586,Alexandra Pope,F,11th,Smith High School,70,71
9587,Susan Moore,F,9th,Smith High School,55,78
9588,Dr. Joseph Collier,M,9th,Smith High School,82,87
9589,Charles Bonilla,M,11th,Smith High School,78,91
9590,Christie Stevens,F,9th,Smith High School,64,78
9591,Jocelyn Burke,F,11th,Smith High School,68,89
9592,Christine Fields,F,12th,Smith High School,88,98
9593,Mr. Christopher Anderson,M,12th,Smith High School,99,67
9594,Kim Bowers,F,10th,Smith High School,74,71
9595,Nicholas Terry,M,10th,Smith High School,61,67
9596,Christopher Washington,M,10th,Smith High School,77,92
9597,Shaun Austin,M,9th,Smith High School,76,68
9598,Kayla Mercado,F,9th,Smith High School,83,87
9599,Christian Gonzalez,M,12th,Smith High School,97,68
9600,Cynthia Pope,F,11th,Smith High School,55,75
9601,Kevin Jimenez,M,12th,Smith High School,60,69
9602,Jeffery Avila,M,10th,Smith High School,66,91
9603,Gregory Morris,M,12th,Smith High School,91,68
9604,Gabriel Peterson,M,12th,Smith High School,91,80
9605,Alexis Hoffman,F,12th,Smith High School,94,77
9606,Anne Rice,F,11th,Smith High School,91,86
9607,Lisa Love,F,10th,Smith High School,93,81
9608,Justin Kelley,M,12th,Smith High School,89,93
9609,James Gutierrez,M,10th,Smith High School,83,66
9610,Kristen Medina,F,11th,Smith High School,98,96
9611,Amanda Green,F,11th,Smith High School,63,85
9612,Erika Allen,F,10th,Smith High School,82,90
9613,Brittany Leach,F,9th,Smith High School,73,65
9614,Heather Avila,F,9th,Smith High School,71,86
9615,Thomas Moran,M,10th,Smith High School,78,91
9616,Corey Hensley,M,11th,Smith High School,98,76
9617,Stephen Roach,M,12th,Smith High School,82,87
9618,Cynthia Clark,F,12th,Smith High School,89,92
9619,Christian Shelton,M,9th,Smith High School,79,77
9620,Jonathan Noble,M,12th,Smith High School,72,98
9621,Tiffany Hensley,F,11th,Smith High School,69,68
9622,Tanya Walsh,F,11th,Smith High School,77,87
9623,Ralph Foster,M,9th,Smith High School,99,70
9624,Brenda Morris,F,12th,Smith High School,63,88
9625,Cynthia Gray,F,12th,Smith High School,64,93
9626,Caitlin Edwards,F,9th,Smith High School,82,95
9627,Thomas Lee,M,10th,Smith High School,56,89
9628,Madison Nguyen,F,9th,Smith High School,62,74
9629,Johnny Graham,M,10th,Smith High School,97,91
9630,Samantha Berry,F,12th,Smith High School,64,90
9631,Lisa Buchanan,F,11th,Smith High School,73,77
9632,Paul Moore,M,9th,Smith High School,69,66
9633,Mike Rush III,M,12th,Smith High School,92,68
9634,Alison Clark,F,11th,Smith High School,72,85
9635,Juan Moore,M,10th,Smith High School,69,69
9636,Emily Nelson,F,10th,Smith High School,95,66
9637,Grant Cunningham,M,10th,Smith High School,73,77
9638,Charles Gray,M,11th,Smith High School,65,71
9639,Craig Smith,M,10th,Smith High School,89,77
9640,Felicia Swanson,F,9th,Smith High School,77,93
9641,Gabrielle Jenkins,F,11th,Smith High School,70,81
9642,Michael Harding,M,11th,Smith High School,94,96
9643,Timothy Jackson,M,10th,Smith High School,79,72
9644,Tiffany Thompson,F,9th,Smith High School,89,97
9645,Christopher Gomez,M,9th,Smith High School,85,92
9646,Kevin Mendoza,M,12th,Smith High School,86,85
9647,Gary Torres,M,11th,Smith High School,76,73
9648,Todd Brooks,M,11th,Smith High School,78,76
9649,Christina Estrada,F,9th,Smith High School,93,89
9650,Brandi Chase,F,12th,Smith High School,77,90
9651,Matthew Price,M,9th,Smith High School,94,86
9652,Shelby Mcintyre,F,11th,Smith High School,71,83
9653,Diane Park,F,11th,Smith High School,93,94
9654,Michael Cameron,M,9th,Smith High School,86,68
9655,Traci Jones,F,12th,Smith High School,76,98
9656,Michael Gonzales,M,10th,Smith High School,62,64
9657,Stephanie Burnett,F,9th,Smith High School,83,85
9658,Alexa Murphy,F,9th,Smith High School,84,66
9659,Trevor Chan,M,12th,Smith High School,80,76
9660,Robert Brooks,M,10th,Smith High School,61,87
9661,Neil Jones,M,12th,Smith High School,92,94
9662,Robert Simmons,M,10th,Smith High School,84,95
9663,Kylie Snyder,F,10th,Smith High School,82,80
9664,Melanie Stewart,F,12th,Smith High School,60,76
9665,Elizabeth Mcguire,F,9th,Smith High School,99,81
9666,Richard Dean,M,12th,Smith High School,61,98
9667,Lindsay Johnson,F,10th,Smith High School,96,91
9668,Jimmy Ramos,M,12th,Smith High School,96,96
9669,Sandra Lewis,F,11th,Smith High School,99,68
9670,Michelle Roberts,F,11th,Smith High School,69,68
9671,Tiffany Mitchell,F,12th,Smith High School,74,70
9672,Kelly Johnson,F,11th,Smith High School,87,97
9673,Heidi Mills,F,9th,Smith High School,92,91
9674,Lauren Brooks,F,10th,Smith High School,97,87
9675,Mark Tran,M,10th,Smith High School,85,93
9676,Paul Kelley,M,9th,Smith High School,74,91
9677,Barbara Nelson,F,10th,Smith High School,62,73
9678,Kayla Kennedy,F,9th,Smith High School,79,92
9679,James Johnson,M,12th,Smith High School,69,88
9680,Ian Turner,M,10th,Smith High School,88,64
9681,Tammy Smith,F,11th,Smith High School,76,96
9682,Jared Thomas,M,12th,Smith High School,91,66
9683,Edward Miller,M,10th,Smith High School,64,98
9684,Jennifer Estrada,F,10th,Smith High School,57,77
9685,Jacob Klein,M,9th,Smith High School,71,76
9686,Michelle Ramirez,F,11th,Smith High School,81,75
9687,Tracey Bush,F,12th,Smith High School,61,92
9688,Pamela Boyle,F,12th,Smith High School,84,65
9689,Michelle Leon,F,12th,Smith High School,79,76
9690,Mark Harmon,M,12th,Smith High School,99,98
9691,Taylor Johnson,F,9th,Smith High School,67,72
9692,Alan Barnett,M,12th,Smith High School,81,80
9693,John Johnson,M,12th,Smith High School,65,68
9694,William Alexander,M,10th,Smith High School,55,88
9695,Daniel Lopez,M,10th,Smith High School,62,87
9696,Gregory Jackson,M,9th,Smith High School,80,79
9697,Matthew Clark,M,12th,Smith High School,79,87
9698,Belinda Franco,F,10th,Smith High School,98,87
9699,Stephanie Johnson,F,10th,Smith High School,80,65
9700,Kelsey Avila,F,10th,Smith High School,80,96
9701,Riley Chan,M,9th,Smith High School,98,65
9702,Krystal Shaw,F,10th,Smith High School,85,76
9703,Bethany Johnson,F,9th,Smith High School,79,78
9704,Heather Santiago,F,12th,Smith High School,60,67
9705,Jason Duncan,M,11th,Smith High School,75,82
9706,Cynthia Hart,F,9th,Smith High School,65,94
9707,John Martinez,M,11th,Smith High School,89,85
9708,Heather Myers,F,9th,Smith High School,89,89
9709,Ryan Thompson,M,11th,Smith High School,82,67
9710,Erika Hughes,F,10th,Smith High School,75,83
9711,Brittany Chavez,F,12th,Smith High School,62,71
9712,Lisa Mills,F,9th,Smith High School,98,81
9713,Kristi White,F,11th,Smith High School,78,80
9714,Timothy Rodriguez,M,10th,Smith High School,92,78
9715,Donald Larson,M,12th,Smith High School,72,84
9716,Jennifer Sellers,F,12th,Smith High School,90,64
9717,Thomas Anderson,M,10th,Smith High School,70,93
9718,Maria Shaffer,F,11th,Smith High School,74,84
9719,Mark Fuller,M,10th,Smith High School,82,99
9720,Nicolas Cooper,M,11th,Smith High School,80,90
9721,Ashley Mccoy,F,10th,Smith High School,93,67
9722,Bradley Alvarado,M,12th,Smith High School,68,66
9723,Tiffany Dawson,F,9th,Smith High School,86,92
9724,Jennifer Henderson,F,10th,Smith High School,58,69
9725,Robert Phillips,M,10th,Smith High School,62,97
9726,Dana Hoffman,F,10th,Smith High School,60,77
9727,Christine Kennedy,F,9th,Smith High School,69,66
9728,Steven Robertson,M,10th,Smith High School,99,85
9729,Emily Fletcher,F,9th,Smith High School,70,77
9730,Roger Hutchinson,M,12th,Smith High School,70,85
9731,Nancy Watts,F,9th,Smith High School,57,92
9732,Chelsea Best,F,9th,Smith High School,62,77
9733,Mary Charles,F,10th,Smith High School,57,64
9734,Rebecca Foster,F,10th,Smith High School,75,72
9735,Martin Lang,M,12th,Smith High School,91,85
9736,Nicholas Wolf,M,11th,Smith High School,98,78
9737,Melanie Lewis,F,9th,Smith High School,66,98
9738,Nancy Hughes,F,12th,Smith High School,76,74
9739,Jessica Harvey,F,10th,Smith High School,96,67
9740,Bryan Jones,M,11th,Smith High School,77,77
9741,Natalie Wilson,F,10th,Smith High School,75,71
9742,Kelsey Sweeney,F,12th,Smith High School,67,67
9743,William Carter,M,12th,Smith High School,97,79
9744,Karina Hopkins,F,10th,Smith High School,80,77
9745,Tracy Jacobs,F,12th,Smith High School,81,91
9746,Michael Barnett,M,9th,Smith High School,77,66
9747,Brandon Ramirez,M,12th,Smith High School,77,80
9748,Daniel Thompson,M,11th,Smith High School,93,73
9749,Clayton Hampton,M,12th,Smith High School,57,91
9750,Holly Mckay,F,9th,Smith High School,94,75
9751,Aaron Ewing,M,11th,Smith High School,89,82
9752,Mark Thomas,M,11th,Smith High School,85,90
9753,Amanda Martin,F,12th,Smith High School,94,74
9754,Deborah Marshall,F,11th,Smith High School,82,64
9755,Courtney Baker,F,9th,Smith High School,66,86
9756,Jennifer Kirk,F,11th,Smith High School,95,64
9757,Travis Jennings,M,11th,Smith High School,74,70
9758,Kyle Rhodes,M,11th,Smith High School,59,91
9759,Mark Brady,M,9th,Smith High School,63,92
9760,Debra Benson,F,10th,Smith High School,62,78
9761,Eric Whitehead,M,9th,Smith High School,67,79
9762,Tina Martinez,F,12th,Smith High School,92,65
9763,Mindy Richard,F,9th,Smith High School,86,69
9764,Sarah Fletcher,F,11th,Smith High School,60,78
9765,David Gonzalez,M,11th,Smith High School,85,94
9766,Robert Campbell,M,9th,Smith High School,80,86
9767,Lisa Cox,F,12th,Smith High School,82,78
9768,Brianna Hayes,F,12th,Smith High School,86,88
9769,Frank Singh,M,10th,Smith High School,88,76
9770,Emily Hayes,F,9th,Smith High School,68,74
9771,Alexis Williams,F,12th,Smith High School,99,73
9772,David Dillon,M,12th,Smith High School,80,86
9773,Matthew Preston,M,11th,Smith High School,73,73
9774,Darrell White,M,10th,Smith High School,62,65
9775,Joshua Perkins,M,9th,Smith High School,85,87
9776,Sabrina Cross,F,10th,Smith High School,62,98
9777,Garrett Howell,M,11th,Smith High School,68,78
9778,Wendy Valdez,F,9th,Smith High School,67,81
9779,Patricia Bush,F,11th,Smith High School,74,87
9780,Steven Charles,M,11th,Smith High School,64,93
9781,John Hogan,M,12th,Smith High School,91,66
9782,Deanna Moore,F,12th,Smith High School,99,72
9783,April Bailey,F,9th,Smith High School,78,82
9784,Raymond Guerrero,M,11th,Smith High School,62,93
9785,Katherine Franklin,F,9th,Smith High School,61,67
9786,Stephanie Miller,F,10th,Smith High School,75,74
9787,Matthew Sawyer,M,12th,Smith High School,98,94
9788,Robert Landry,M,9th,Smith High School,55,95
9789,Peggy Patterson,F,9th,Smith High School,65,86
9790,Lauren Hammond,F,11th,Smith High School,58,98
9791,Virginia Wise,F,11th,Smith High School,84,95
9792,Andrea Reed,F,11th,Smith High School,56,77
9793,Katelyn Williams,F,11th,Smith High School,75,85
9794,Jackie Sweeney,F,10th,Smith High School,91,95
9795,Kathleen Anderson,F,9th,Smith High School,99,65
9796,Mercedes Dennis,F,12th,Smith High School,57,80
9797,Curtis Sellers,M,10th,Smith High School,68,70
9798,Dana Thomas,F,12th,Smith High School,72,92
9799,Sandra Alvarez,F,9th,Smith High School,87,72
9800,Caitlin Snyder,F,9th,Smith High School,58,88
9801,Mary Hogan,F,12th,Smith High School,95,64
9802,Kayla Harris,F,11th,Smith High School,60,81
9803,Evelyn Rose DDS,F,12th,Smith High School,62,87
9804,Barbara Cunningham,F,10th,Smith High School,85,79
9805,Kayla Graham,F,9th,Smith High School,97,77
9806,Brooke Faulkner,F,11th,Smith High School,92,65
9807,Andrea Griffith,F,12th,Smith High School,58,64
9808,Kayla Schultz,F,12th,Smith High School,62,98
9809,David Dean,M,10th,Smith High School,84,91
9810,Steven Johnson,M,12th,Smith High School,92,94
9811,Stephen Buckley,M,9th,Smith High School,88,70
9812,Katherine Garcia,F,10th,Smith High School,86,70
9813,Michael Love,M,10th,Smith High School,88,99
9814,Ronald Davis,M,9th,Smith High School,91,83
9815,Mariah Hayes,F,12th,Smith High School,83,67
9816,Brian Reid,M,11th,Smith High School,84,92
9817,Jennifer Warner,F,9th,Smith High School,56,91
9818,Nicole Martinez,F,12th,Smith High School,73,83
9819,Jennifer Newton,F,9th,Smith High School,58,68
9820,Sara Hobbs,F,10th,Smith High School,62,96
9821,Holly Bailey,F,10th,Smith High School,97,76
9822,Bryan Santos,M,10th,Smith High School,63,91
9823,Trevor Morton,M,11th,Smith High School,82,69
9824,Robin Davidson,F,12th,Smith High School,91,99
9825,Mr. Richard Galloway,M,10th,Smith High School,98,91
9826,David Browning,M,10th,Smith High School,96,92
9827,Joel Porter PhD,M,10th,Smith High School,59,82
9828,Jared Cole,M,12th,Smith High School,59,83
9829,Michael Edwards,M,10th,Smith High School,82,70
9830,Kimberly Johnson,F,11th,Smith High School,79,72
9831,Marcus Phillips Jr.,M,9th,Smith High School,88,86
9832,Richard Ross,M,10th,Smith High School,76,75
9833,Lindsey Jones,F,11th,Smith High School,96,85
9834,Kyle Barnes,M,10th,Smith High School,80,92
9835,Sean Bird,M,12th,Smith High School,98,97
9836,Mark Lara,M,9th,Smith High School,94,97
9837,Sandra Wright,F,11th,Smith High School,64,97
9838,Mrs. Linda Sullivan DDS,F,11th,Smith High School,61,96
9839,Susan Walker,F,9th,Smith High School,90,75
9840,Philip Carter,M,12th,Smith High School,75,70
9841,Robert Carter,M,11th,Smith High School,91,80
9842,Mrs. Julie Haynes,F,10th,Smith High School,55,94
9843,Angela Allen,F,11th,Smith High School,59,64
9844,Derek Garcia,M,10th,Smith High School,90,76
9845,Adam Riley,M,12th,Smith High School,88,78
9846,Thomas Carlson,M,11th,Smith High School,96,82
9847,Jeremy Romero,M,10th,Smith High School,83,74
9848,Patrick Garcia,M,10th,Smith High School,86,97
9849,Mr. Christopher Romero,M,12th,Smith High School,71,89
9850,Michelle Mcguire,F,9th,Smith High School,69,78
9851,Yolanda Jackson,F,10th,Smith High School,69,70
9852,Jeremiah Mejia,M,10th,Smith High School,65,80
9853,Michael Davis,M,10th,Smith High School,73,71
9854,Donald Chavez,M,12th,Smith High School,57,86
9855,Sandra Matthews,F,10th,Smith High School,89,81
9856,Melvin Lyons,M,9th,Smith High School,87,93
9857,Robert Taylor,M,11th,Smith High School,56,95
9858,Amanda Jennings MD,F,11th,Smith High School,83,85
9859,Erika Stevens,F,9th,Smith High School,87,78
9860,Evelyn Stein,F,12th,Smith High School,66,66
9861,Ashley Singh,F,12th,Smith High School,64,78
9862,Robert King,M,10th,Smith High School,93,68
9863,Denise Yang,F,11th,Smith High School,70,95
9864,Carolyn May,F,11th,Smith High School,58,68
9865,Andrew Ramirez,M,9th,Smith High School,58,82
9866,Debra Estrada,F,12th,Smith High School,97,82
9867,Aaron Ayers,M,12th,Smith High School,77,73
9868,Mark Smith,M,10th,Smith High School,92,96
9869,Nicole Grant MD,F,11th,Smith High School,73,76
9870,Justin Wise,M,11th,Smith High School,62,98
9871,Wendy Ward,F,9th,Smith High School,81,64
9872,Kayla Fuentes,F,10th,Smith High School,87,80
9873,Krista Hawkins,F,9th,Smith High School,62,64
9874,Kevin Fleming,M,11th,Smith High School,88,82
9875,Katherine Winters,F,12th,Smith High School,76,85
9876,Michele Rogers,F,9th,Smith High School,59,92
9877,Sarah Anderson,F,9th,Smith High School,76,78
9878,Beverly Mills,F,9th,Smith High School,79,85
9879,Deborah Singh,F,11th,Smith High School,64,77
9880,Michael Stokes,M,11th,Smith High School,76,78
9881,Sean Grant,M,9th,Smith High School,85,88
9882,Ryan Sanders,M,10th,Smith High School,57,84
9883,Valerie Bennett,F,10th,Smith High School,74,73
9884,Tracy Baker,M,9th,Smith High School,71,86
9885,Nathan Nelson,M,10th,Smith High School,66,66
9886,Lynn Leach,F,12th,Smith High School,77,77
9887,Dustin Hopkins,M,9th,Smith High School,93,81
9888,Jorge Baxter,M,9th,Smith High School,77,90
9889,Veronica Russell,F,12th,Smith High School,78,72
9890,Erin Jones,F,10th,Smith High School,99,80
9891,Karen Newman,F,11th,Smith High School,99,91
9892,Amy Nielsen,F,10th,Smith High School,75,72
9893,Mark Munoz,M,9th,Smith High School,56,68
9894,Maureen Williams,F,9th,Smith High School,96,94
9895,Jack Hernandez,M,11th,Smith High School,60,74
9896,Jacob Mcdonald,M,11th,Smith High School,56,87
9897,Nathan Williams,M,9th,Smith High School,99,89
9898,Kimberly Welch,F,10th,Smith High School,71,76
9899,William Coffey,M,12th,Smith High School,98,92
9900,Kim Stevens,F,12th,Smith High School,83,78
9901,Brian Brady,M,9th,Smith High School,86,99
9902,Mary Collins,F,12th,Smith High School,75,81
9903,Erica Wright,F,11th,Smith High School,73,84
9904,Christine Berry,F,10th,Smith High School,86,66
9905,Tamara Jackson,F,10th,Smith High School,64,77
9906,Johnathan Anderson,M,11th,Smith High School,89,95
9907,Michael Watson,M,9th,Smith High School,62,65
9908,Adam Smith,M,9th,Smith High School,72,89
9909,Dennis Whitehead,M,11th,Smith High School,77,75
9910,Mary Sanchez,F,12th,Smith High School,68,84
9911,Christina Saunders,F,11th,Smith High School,84,66
9912,Andrew Evans,M,9th,Smith High School,63,96
9913,Jeffrey Wilson,M,12th,Smith High School,58,91
9914,Melanie Weeks,F,12th,Smith High School,93,69
9915,Gina Quinn,F,11th,Smith High School,59,70
9916,Steven Rodriguez,M,11th,Smith High School,88,75
9917,Breanna Peterson,F,11th,Smith High School,95,84
9918,Angela Gutierrez,F,9th,Smith High School,67,68
9919,Timothy Ortega,M,11th,Smith High School,74,72
9920,Jacqueline Brown,F,12th,Smith High School,61,86
9921,Mrs. Elizabeth Walker,F,10th,Smith High School,60,99
9922,Shannon Richards,F,10th,Smith High School,86,75
9923,Patrick Rocha,M,9th,Smith High School,63,72
9924,Dana Walsh,F,11th,Smith High School,99,87
9925,Lisa Davis,F,10th,Smith High School,90,89
9926,Kayla Hodges,F,12th,Smith High School,85,75
9927,Amanda Jordan,F,12th,Smith High School,56,86
9928,Kayla Maddox,F,12th,Smith High School,85,90
9929,Jason Robinson,M,10th,Smith High School,73,78
9930,Dennis Cook,M,12th,Smith High School,67,96
9931,Marisa Reed,F,10th,Smith High School,57,93
9932,Jeanette Griffith,F,10th,Smith High School,91,90
9933,Danielle Taylor,F,10th,Smith High School,68,65
9934,Erika White,F,12th,Smith High School,79,75
9935,Jasmine Joseph,F,9th,Smith High School,87,97
9936,Steven Miller,M,11th,Smith High School,95,65
9937,Edward Hernandez,M,12th,Smith High School,96,90
9938,Lance Daniels,M,10th,Smith High School,94,75
9939,John Marshall,M,11th,Smith High School,89,91
9940,Jason Boone,M,12th,Smith High School,61,78
9941,Laura Harris,F,11th,Smith High School,96,64
9942,Robert West,M,9th,Smith High School,68,66
9943,Casey Townsend,M,10th,Smith High School,59,64
9944,Alexis Thomas,M,12th,Smith High School,92,80
9945,Kristi Perry,F,10th,Smith High School,61,88
9946,Thomas Dean,M,11th,Smith High School,79,96
9947,Matthew King,M,9th,Smith High School,63,70
9948,Jonathan Cooper,M,9th,Smith High School,92,92
9949,Barbara Gardner,F,12th,Smith High School,93,67
9950,John Holmes,M,9th,Smith High School,86,69
9951,Ashley Simmons,F,10th,Smith High School,85,83
9952,Matthew Davis,M,11th,Smith High School,95,70
9953,Stephen Morales,M,9th,Smith High School,70,94
9954,Jonathan Robertson,M,12th,Smith High School,69,84
9955,Jimmy Mcmillan,M,9th,Smith High School,90,70
9956,Gabriel Anderson,M,11th,Smith High School,79,92
9957,John Austin,M,9th,Smith High School,77,70
9958,David Perry,M,10th,Smith High School,91,83
9959,Wendy Farrell,F,12th,Smith High School,87,84
9960,Joan Schroeder,F,11th,Smith High School,70,80
9961,Jeanette Smith,F,11th,Smith High School,77,73
9962,Dr. Dan Wilson,M,9th,Smith High School,75,97
9963,David Vargas,M,11th,Smith High School,83,75
9964,Lynn Hays,F,9th,Smith High School,55,90
9965,Anna Smith,F,9th,Smith High School,82,99
9966,Joseph Santos,M,10th,Smith High School,97,89
9967,Kyle Carrillo,M,11th,Smith High School,62,91
9968,Elizabeth Harris,F,10th,Smith High School,65,95
9969,Teresa Flowers,F,9th,Smith High School,86,93
9970,Robin Sanchez,F,11th,Smith High School,79,79
9971,Cynthia Houston,F,12th,Smith High School,67,95
9972,Sarah Doyle,F,10th,Smith High School,69,96
9973,Karen James,F,9th,Smith High School,89,94
9974,Mariah Briggs,F,9th,Smith High School,75,74
9975,Michael Daniels,M,9th,Smith High School,96,87
9976,Richard Jensen,M,12th,Smith High School,55,76
9977,Jody Walters,F,11th,Smith High School,67,98
9978,Kevin Simmons Jr.,M,11th,Smith High School,82,88
9979,Tanner Curtis,M,11th,Smith High School,57,87
9980,Tyler Hines,M,11th,Smith High School,58,84
9981,Debra Holmes,F,11th,Smith High School,85,75
9982,Christopher Rodriguez,M,10th,Smith High School,71,78
9983,Anna Brown,F,12th,Smith High School,59,73
9984,Gregory Smith,M,9th,Smith High School,56,78
9985,Rachel Owens,F,11th,Smith High School,92,85
9986,Patricia Beltran,F,11th,Smith High School,97,74
9987,Timothy Walton,M,11th,Smith High School,92,83
9988,Shannon Rogers,F,11th,Smith High School,86,66
9989,Calvin Odonnell,M,9th,Smith High School,99,93
9990,Erik Mcdaniel,M,11th,Smith High School,66,82
9991,Lindsay Hendricks,F,12th,Smith High School,81,67
9992,Toni Ortiz,F,10th,Smith High School,77,68
9993,Nicholas Roberts,M,10th,Smith High School,69,88
9994,Timothy Burton,M,9th,Smith High School,90,90
9995,Brandon Long,M,10th,Smith High School,77,69
9996,Renee Alvarez,F,12th,Smith High School,72,84
9997,Bonnie Lowe,F,11th,Smith High School,82,86
9998,Jacob Klein,M,10th,Smith High School,64,76
9999,Jessica Maldonado,F,9th,Smith High School,84,73
10000,Michael Schultz,M,10th,Smith High School,56,81
10001,Samantha Wade,F,10th,Smith High School,95,94
10002,Tammy Adams,F,10th,Smith High School,77,90
10003,Penny Welch,F,12th,Smith High School,56,97
10004,Jeremy English,M,12th,Smith High School,86,67
10005,Jermaine Gentry,M,9th,Smith High School,58,77
10006,Jason Hunter,M,9th,Smith High School,91,64
10007,Yolanda Diaz,F,12th,Smith High School,64,96
10008,Traci Olson,F,12th,Smith High School,80,64
10009,Robert Oconnor,M,11th,Smith High School,82,74
10010,Katherine Mcclain,F,12th,Smith High School,63,88
10011,Heather Cherry,F,12th,Smith High School,84,80
10012,Jacqueline Santana,F,9th,Smith High School,63,95
10013,Lisa Monroe,F,9th,Smith High School,57,79
10014,Jack Gutierrez,M,9th,Smith High School,77,97
10015,Deborah Thompson,F,10th,Smith High School,55,65
10016,Brittany Greer,F,12th,Smith High School,86,69
10017,David Lewis,M,9th,Smith High School,68,76
10018,David Parker,M,12th,Smith High School,90,66
10019,Katie Peck,F,10th,Smith High School,64,83
10020,James Lopez,M,11th,Smith High School,68,88
10021,Lori Baird,F,11th,Smith High School,93,83
10022,Mary Donaldson DDS,F,12th,Smith High School,89,76
10023,Dwayne Butler,M,11th,Smith High School,59,70
10024,Arthur Payne,M,9th,Smith High School,74,87
10025,John Thompson,M,10th,Smith High School,99,90
10026,Martin Walker,M,9th,Smith High School,63,84
10027,Jenna Clark,F,9th,Smith High School,90,83
10028,Louis Stone,M,9th,Smith High School,94,79
10029,Bradley Daniels,M,10th,Smith High School,67,68
10030,Zachary Gallegos,M,9th,Smith High School,65,88
10031,Eric Martin,M,12th,Smith High School,68,74
10032,Craig Austin,M,11th,Smith High School,97,97
10033,Scott Gill,M,11th,Smith High School,93,71
10034,Ashley Floyd,F,11th,Smith High School,90,86
10035,Theresa Farrell,F,9th,Smith High School,90,82
10036,Joshua Smith,M,12th,Smith High School,87,66
10037,Mary Thomas,F,9th,Smith High School,69,88
10038,Tracey Bush,F,12th,Smith High School,58,71
10039,Jose Lewis,M,11th,Smith High School,65,97
10040,Amber Cooper,F,12th,Smith High School,84,85
10041,Ashley Carter,F,12th,Smith High School,56,70
10042,Frank Lopez,M,11th,Smith High School,68,81
10043,Kyle Yang,M,10th,Smith High School,62,65
